Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,Wavefronts,VALUUtilization,MemUnitBusy,MemUnitStalled,GRBM_GUI_ACTIVE,TCC_EA_RDREQ_sum,TCC_EA_RDREQ_32B_sum,WriteSize,L2CacheHit,SQ_WAVES,SQ_INSTS_VMEM_RD,SQ_ACTIVE_INST_VALU
111,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,116,20584,20584,65536,256,163840,0,236,0,112,64,0x0,0x7f551c1c0d80,1024.0000000000,9.2810693642,0.0999574448,0.0427738900,528725,0.0000000000,49037.0000000000,993.9375000000,0.0000000000,1024,0,3460
1613,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,1619,20584,20584,65536,256,163840,0,236,0,112,64,0x0,0x7f551c1c0d80,1024.0000000000,9.2810693642,0.0990683637,0.0642433033,533470,0.0000000000,43593.0000000000,993.9375000000,0.0000000000,1024,0,3460
1615,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,1621,20584,20584,65536,256,163840,0,236,0,112,64,0x0,0x7f551c1c0d80,1024.0000000000,9.2810693642,0.1045787071,0.0636302564,505361,0.0000000000,49071.0000000000,993.9375000000,0.0000000000,1024,0,3460
1617,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,1624,20584,20584,65536,256,163840,0,236,0,112,64,0x0,0x7f551c1c0d80,1024.0000000000,9.2810693642,0.1036508232,0.0630105318,509885,0.0000000000,49070.0000000000,993.9375000000,0.0000000000,1024,0,3460
1619,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,1626,20584,20584,65536,256,163840,0,236,0,112,64,0x0,0x7f551c1c0d80,1024.0000000000,9.2810693642,0.1028192113,0.0639154665,514009,0.0000000000,49069.0000000000,993.9375000000,0.0000000000,1024,0,3460
1621,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,1628,20584,20584,65536,256,163840,0,236,0,112,64,0x0,0x7f551c1c0d80,1024.0000000000,9.2810693642,0.1026373029,0.0619817156,514920,0.0000000000,49080.0000000000,993.9375000000,0.0000000000,1024,0,3460
1623,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,1630,20584,20584,65536,256,163840,0,236,0,112,64,0x0,0x7f551c1c0d80,1024.0000000000,9.2810693642,0.1045195561,0.0570308931,505647,0.0000000000,49071.0000000000,993.9375000000,0.0000000000,1024,0,3460
1625,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,1632,20584,20584,65536,256,163840,0,236,0,112,64,0x0,0x7f551c1c0d80,1024.0000000000,9.2810693642,0.1026235512,0.0602015286,514989,0.0000000000,49071.0000000000,993.9375000000,0.0000000000,1024,0,3460
1627,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,1634,20584,20584,65536,256,163840,0,236,0,112,64,0x0,0x7f551c1c0d80,1024.0000000000,9.2810693642,0.1016549464,0.0604267488,519896,0.0000000000,49080.0000000000,993.9375000000,0.0000000000,1024,0,3460
1629,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,1636,20584,20584,65536,256,163840,0,236,0,112,64,0x0,0x7f551c1c0d80,1024.0000000000,9.2810693642,0.1027196909,0.0566136612,514507,0.0000000000,49074.0000000000,993.9375000000,0.0000000000,1024,0,3460
1631,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,1638,20584,20584,65536,256,163840,0,236,0,112,64,0x0,0x7f551c1c0d80,1024.0000000000,9.2810693642,0.1030467522,0.0663418305,512874,0.0000000000,49071.0000000000,993.9375000000,0.0000000000,1024,0,3460
