Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,Wavefronts,VALUUtilization,MemUnitBusy,MemUnitStalled,GRBM_GUI_ACTIVE,TCC_EA_RDREQ_sum,TCC_EA_RDREQ_32B_sum,WriteSize,L2CacheHit,SQ_WAVES,SQ_INSTS_VMEM_RD,SQ_ACTIVE_INST_VALU
111,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,116,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1605936015,0.0021259136,269002,0.0000000000,83719.0000000000,993.9375000000,0.0000000000,1024,0,3960
1613,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1619,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1655931858,0.0956796565,289867,0.0000000000,73851.0000000000,993.9375000000,0.0000000000,1024,0,3960
1615,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1621,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1693448930,0.0799441346,271635,0.0000000000,83766.0000000000,993.9375000000,0.0000000000,1024,0,3960
1617,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1624,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1547618280,0.0802323201,310154,0.0000000000,83767.0000000000,993.9375000000,0.0000000000,1024,0,3960
1619,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1626,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1657584485,0.0863109421,289578,0.0000000000,83736.0000000000,993.9375000000,0.0000000000,1024,0,3960
1621,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1628,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1626319267,0.0892887394,295145,0.0000000000,83770.0000000000,993.9375000000,0.0000000000,1024,0,3960
1623,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1630,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1592361970,0.0715526193,301439,0.0000000000,83764.0000000000,993.9375000000,0.0000000000,1024,0,3960
1625,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1632,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1405185133,0.0501146104,341592,0.0000000000,83762.0000000000,993.9375000000,0.0000000000,1024,0,3960
1627,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1634,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1628730812,0.0869186619,294708,0.0000000000,83759.0000000000,993.9375000000,0.0000000000,1024,0,3960
1629,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1636,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1609555394,0.0821229533,298219,0.0000000000,83762.0000000000,993.9375000000,0.0000000000,1024,0,3960
1631,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1638,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1519656426,0.0701499009,302700,0.0000000000,83769.0000000000,993.9375000000,0.0000000000,1024,0,3960
1633,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1640,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1556097308,0.0767411270,308464,0.0000000000,83763.0000000000,993.9375000000,0.0000000000,1024,0,3960
1635,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1642,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1590525768,0.0865780335,301787,0.0000000000,83766.0000000000,993.9375000000,0.0000000000,1024,0,3960
1637,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1644,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1558279659,0.0867909016,308032,0.0000000000,83762.0000000000,993.9375000000,0.0000000000,1024,0,3960
1639,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1646,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1592145416,0.0853912366,301480,0.0000000000,83763.0000000000,993.9375000000,0.0000000000,1024,0,3960
1641,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1648,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1567295762,0.0837727748,306260,0.0000000000,83762.0000000000,993.9375000000,0.0000000000,1024,0,3960
1643,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1650,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1557844722,0.0729631180,308118,0.0000000000,83760.0000000000,993.9375000000,0.0000000000,1024,0,3960
1645,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1652,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1580579941,0.0806754345,303686,0.0000000000,83760.0000000000,993.9375000000,0.0000000000,1024,0,3960
1647,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1654,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1524036709,0.0731579035,301830,0.0000000000,83776.0000000000,993.9375000000,0.0000000000,1024,0,3960
1649,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1656,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1598918065,0.0785301946,300203,0.0000000000,83763.0000000000,993.9375000000,0.0000000000,1024,0,3960
1651,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1658,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1552051942,0.0829478802,309268,0.0000000000,83762.0000000000,993.9375000000,0.0000000000,1024,0,3960
1653,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1660,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1586923748,0.0704920621,302472,0.0000000000,83767.0000000000,993.9375000000,0.0000000000,1024,0,3960
1655,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1662,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1585052951,0.0834113477,302829,0.0000000000,83769.0000000000,993.9375000000,0.0000000000,1024,0,3960
1657,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1664,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1556768538,0.0742302915,308331,0.0000000000,83779.0000000000,993.9375000000,0.0000000000,1024,0,3960
1659,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1666,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1546690726,0.0795397790,310340,0.0000000000,83769.0000000000,993.9375000000,0.0000000000,1024,0,3960
1661,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1668,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1540609504,0.0767797249,311565,0.0000000000,83775.0000000000,993.9375000000,0.0000000000,1024,0,3960
1663,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1670,21431,21431,65536,256,163840,0,256,0,112,64,0x0,0x7f3f1ecf9280,1024.0000000000,2.9766414141,0.1497376336,0.0653983184,307204,0.0000000000,83768.0000000000,993.9375000000,0.0000000000,1024,0,3960
