Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,Wavefronts,VALUUtilization,MemUnitBusy,MemUnitStalled,GRBM_GUI_ACTIVE,TCC_EA_RDREQ_sum,TCC_EA_RDREQ_32B_sum,WriteSize,L2CacheHit,SQ_WAVES,SQ_INSTS_VMEM_RD,SQ_ACTIVE_INST_VALU
15184,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15225,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5210591072,0.0029557229,4108555,0.0000000000,10584580.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15591,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15632,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.4545819388,0.0026191069,4709382,0.0000000000,10583932.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15593,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15634,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5145139660,0.0037387462,4160820,0.0000000000,10584903.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15595,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15637,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5346908406,0.0030346103,4003809,0.0000000000,10585420.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15597,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15639,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5228925474,0.0035004222,4094149,0.0000000000,10585099.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15599,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15641,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5300884892,0.0034959767,4038571,0.0000000000,10584518.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15601,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15643,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5206156046,0.0036440113,4112055,0.0000000000,10586471.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15603,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15645,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5343586523,0.0034687572,4006298,0.0000000000,10584926.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15605,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15647,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5235023402,0.0044566658,4089380,0.0000000000,10584569.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15607,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15649,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5256724497,0.0036886145,4072498,0.0000000000,10585136.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15609,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15651,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5176929197,0.0029358724,4135270,0.0000000000,10585656.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15611,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15653,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5178713764,0.0029293249,4133845,0.0000000000,10585671.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15613,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15655,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5191305727,0.0048407810,4123818,0.0000000000,10587402.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15615,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15657,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5152180411,0.0040492076,4155134,0.0000000000,10585685.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15617,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15659,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5159475463,0.0029033799,4149259,0.0000000000,10587467.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15619,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15661,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5087255413,0.0042603210,4208163,0.0000000000,10585599.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15621,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15664,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5195538943,0.0055075795,4120458,0.0000000000,10587448.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15623,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15666,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5233973889,0.0029743350,4090200,0.0000000000,10585588.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15625,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15668,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5101972725,0.0029097486,4196024,0.0000000000,10587412.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15627,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15670,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5223481462,0.0048090226,4098416,0.0000000000,10585521.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15629,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15672,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5086681249,0.0036769615,4208638,0.0000000000,10587482.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15631,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15674,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5114729000,0.0029498748,4185559,0.0000000000,10585573.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15633,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15676,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5126451513,0.0029558873,4175988,0.0000000000,10587386.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15635,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15678,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5195509942,0.0029418592,4120481,0.0000000000,10585649.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15637,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15680,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5141782095,0.0029384571,4163537,0.0000000000,10587438.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15639,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15682,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5148651437,0.0029544079,4157982,0.0000000000,10585642.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15641,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15684,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5185454857,0.0049579493,4128471,0.0000000000,10587375.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15643,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15686,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5157555018,0.0032681921,4150804,0.0000000000,10585661.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15645,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15688,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5089884924,0.0028879950,4205989,0.0000000000,10587542.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15647,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15690,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5159985336,0.0029616648,4148849,0.0000000000,10585615.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15649,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15692,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5171299289,0.0029304150,4139772,0.0000000000,10585235.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15651,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15694,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5280087844,0.0034984467,4054478,0.0000000000,10585436.0000000000,4096.0000000000,0.0000000000,1024,0,105472
15653,"_ZN5aiter36mla_a8w8_qh32_qseqlen1_gqaratio32_psE.kd",1,0,15696,8770,8770,65536,256,163840,0,256,0,112,64,0x0,0x7f26f2e40d80,1024.0000000000,17.5667475728,0.5100493396,0.0035216586,4197241,0.0000000000,10585170.0000000000,4096.0000000000,0.0000000000,1024,0,105472
