Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,Wavefronts,VALUUtilization,MemUnitBusy,MemUnitStalled,GRBM_GUI_ACTIVE,TCC_EA_RDREQ_sum,TCC_EA_RDREQ_32B_sum,WriteSize,L2CacheHit,SQ_WAVES,SQ_INSTS_VMEM_RD,SQ_ACTIVE_INST_VALU
1000,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1007,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6305012448,0.0155886110,535447,0.0000000000,674940.0000000000,4403.0000000000,0.0000000000,1024,0,22144
2502,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2512,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.7291293211,0.0472376344,463018,0.0000000000,669745.0000000000,4236.5000000000,0.0000000000,1024,0,22144
2504,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2514,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.7127836566,0.2202508889,473636,0.0000000000,675048.0000000000,4603.1875000000,0.0000000000,1024,0,22144
2506,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2517,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.4688491669,0.0614140677,720061,0.0000000000,675068.0000000000,4184.2187500000,0.0000000000,1024,0,22144
2508,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2519,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.4639618716,0.0715492149,727646,0.0000000000,675067.0000000000,4206.6875000000,0.0000000000,1024,0,22144
2510,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2521,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.5634338758,0.0765938787,599183,0.0000000000,675099.0000000000,4153.6875000000,0.0000000000,1024,0,22144
2512,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2523,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6176408170,0.1320959630,546596,0.0000000000,675097.0000000000,4181.8750000000,0.0000000000,1024,0,22144
2514,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2525,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6077495265,0.0677496256,555492,0.0000000000,675088.0000000000,4174.7500000000,0.0000000000,1024,0,22144
2516,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2527,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6218044116,0.1177624987,542936,0.0000000000,675098.0000000000,4167.7500000000,0.0000000000,1024,0,22144
2518,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2529,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6293634593,0.1086786816,536415,0.0000000000,675072.0000000000,4486.7187500000,0.0000000000,1024,0,22144
2520,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2531,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6210631660,0.1326381939,543584,0.0000000000,675082.0000000000,4318.9062500000,0.0000000000,1024,0,22144
2522,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2533,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6205677018,0.0841194593,544018,0.0000000000,675065.0000000000,4243.0937500000,0.0000000000,1024,0,22144
2524,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2535,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6033268759,0.1246171126,559564,0.0000000000,675084.0000000000,4110.9687500000,0.0000000000,1024,0,22144
2526,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2537,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6177074928,0.0893523677,546537,0.0000000000,675096.0000000000,4126.5937500000,0.0000000000,1024,0,22144
2528,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2539,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6040987816,0.1089292456,558849,0.0000000000,675107.0000000000,4106.0000000000,0.0000000000,1024,0,22144
2530,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2541,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6192609224,0.0752809695,545166,0.0000000000,675070.0000000000,4395.0312500000,0.0000000000,1024,0,22144
2532,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2543,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6211808692,0.1150166703,543481,0.0000000000,675090.0000000000,4140.6562500000,0.0000000000,1024,0,22144
2534,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2545,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6182991645,0.0863416506,546014,0.0000000000,675081.0000000000,4306.3750000000,0.0000000000,1024,0,22144
2536,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2547,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6105357198,0.1280954034,552957,0.0000000000,675080.0000000000,4284.0312500000,0.0000000000,1024,0,22144
2538,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2549,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6115465643,0.0718297759,552043,0.0000000000,675101.0000000000,4259.7812500000,0.0000000000,1024,0,22144
2540,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2551,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6143845327,0.1101469900,549493,0.0000000000,675056.0000000000,4222.9062500000,0.0000000000,1024,0,22144
2542,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2553,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6096140616,0.0759083268,553793,0.0000000000,675112.0000000000,4235.4687500000,0.0000000000,1024,0,22144
2544,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2555,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6054899429,0.1071848125,557565,0.0000000000,675095.0000000000,4198.4062500000,0.0000000000,1024,0,22144
2546,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2557,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6063980745,0.0723196163,556730,0.0000000000,675076.0000000000,4134.6562500000,0.0000000000,1024,0,22144
2548,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2559,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6064982987,0.1321493951,556638,0.0000000000,675094.0000000000,4123.3437500000,0.0000000000,1024,0,22144
2550,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2561,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6107400520,0.0673537191,552772,0.0000000000,675055.0000000000,4112.6875000000,0.0000000000,1024,0,22144
2552,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2563,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6120243940,0.0965692371,551612,0.0000000000,675052.0000000000,4130.8125000000,0.0000000000,1024,0,22144
2554,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2565,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6127097342,0.0891398742,550995,0.0000000000,675061.0000000000,4210.3437500000,0.0000000000,1024,0,22144
2556,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2567,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6027258347,0.1302339044,560122,0.0000000000,675076.0000000000,4120.9375000000,0.0000000000,1024,0,22144
2558,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2569,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6091586718,0.0855163323,554207,0.0000000000,675056.0000000000,4219.7812500000,0.0000000000,1024,0,22144
2560,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2571,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6013355492,0.1156003470,561417,0.0000000000,675076.0000000000,4243.0312500000,0.0000000000,1024,0,22144
2562,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2573,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6166559202,0.0945144839,547469,0.0000000000,675082.0000000000,4265.4062500000,0.0000000000,1024,0,22144
2564,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2575,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6029368167,0.1417486418,559926,0.0000000000,675090.0000000000,4296.0000000000,0.0000000000,1024,0,22144
2566,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2577,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6096008523,0.0730006500,553805,0.0000000000,675098.0000000000,4408.7812500000,0.0000000000,1024,0,22144
2568,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2579,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6019810454,0.1057333969,560815,0.0000000000,675061.0000000000,4201.0000000000,0.0000000000,1024,0,22144
2570,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2581,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.5819164633,0.0919855917,580152,0.0000000000,675087.0000000000,4202.3125000000,0.0000000000,1024,0,22144
2572,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2583,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6107157458,0.1584055272,552794,0.0000000000,675054.0000000000,4142.3750000000,0.0000000000,1024,0,22144
2574,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2585,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6121975280,0.0889350193,551456,0.0000000000,675082.0000000000,4318.0000000000,0.0000000000,1024,0,22144
2576,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2587,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6237217492,0.1662303447,541267,0.0000000000,675097.0000000000,4215.9375000000,0.0000000000,1024,0,22144
2578,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2589,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6131181124,0.0875250623,550628,0.0000000000,675101.0000000000,4290.3437500000,0.0000000000,1024,0,22144
2580,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2591,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6117349463,0.1053741078,551873,0.0000000000,675125.0000000000,4232.6875000000,0.0000000000,1024,0,22144
2582,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2593,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6140682751,0.0935949368,549776,0.0000000000,675043.0000000000,4209.2187500000,0.0000000000,1024,0,22144
2584,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2595,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6189294134,0.1166565528,545458,0.0000000000,675065.0000000000,4386.0000000000,0.0000000000,1024,0,22144
2586,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2597,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.5836488426,0.0529450409,578430,0.0000000000,675095.0000000000,4172.5312500000,0.0000000000,1024,0,22144
2588,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,2599,7923,7923,65536,256,163840,0,256,0,112,64,0x0,0x7ff97acbcd40,1024.0000000000,5.9790462428,0.6176408170,0.1021778425,546596,0.0000000000,675063.0000000000,4196.2500000000,0.0000000000,1024,0,22144
