workload_name,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_series,gpu_model,gpu_arch,gpu_chip_id,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,l2_banks,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,num_xcd,num_hbm_channels
mla_qh32_b1,"python op_tests/test_mla_persistent.py --nhead 32,1 --dtype fp8 --kv_dtype fp8 --batchSize 1 --ctxLen 8192",SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF|roofline,Tue May 26 11:30:17 2026 (UTC),3,instinct-dev,AMD EPYC 9534 64-Core Processor,"American Megatrends International, LLC.10.05.RE03",Ubuntu 24.04.4 LTS,5.18.2-mi300-build-140423-ubuntu-22.04+,6.16.13,263661988,301973504,7.2.2,113-M350-01-1K0-700B,SPX,NPS1,MI350,MI350,gfx950,30112,32,4096,256,4,32,64,1024,32,2200,2200,2200,2200,16,128,32,128,4,8,128
