Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,Wavefronts,VALUUtilization,MemUnitBusy,MemUnitStalled,TCC_EA_RDREQ_sum,TCC_EA_RDREQ_32B_sum,WriteSize,L2CacheHit
1789,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1797,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1665098808,0.1141272817,0.0000000000,83691.0000000000,993.9375000000,0.0000000000
1791,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1799,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1702087738,0.1191021655,0.0000000000,83682.0000000000,993.9375000000,0.0000000000
1793,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1801,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1670074759,0.1157319892,0.0000000000,83681.0000000000,993.9375000000,0.0000000000
1795,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1803,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1684528862,0.1110031568,0.0000000000,83679.0000000000,993.9375000000,0.0000000000
1797,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1805,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1672295852,0.1064627815,0.0000000000,83682.0000000000,993.9375000000,0.0000000000
1799,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1807,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1685333616,0.0996623527,0.0000000000,83681.0000000000,993.9375000000,0.0000000000
1801,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1809,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1584283904,0.1123645107,0.0000000000,83690.0000000000,993.9375000000,0.0000000000
1803,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1811,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1666765098,0.0672099238,0.0000000000,83685.0000000000,993.9375000000,0.0000000000
1805,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1813,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1686044003,0.1043509394,0.0000000000,83679.0000000000,993.9375000000,0.0000000000
1807,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1815,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1679983068,0.0668231454,0.0000000000,83680.0000000000,993.9375000000,0.0000000000
1809,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1817,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1688504211,0.0708390669,0.0000000000,83679.0000000000,993.9375000000,0.0000000000
1811,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1819,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1692881898,0.0647327379,0.0000000000,83671.0000000000,993.9375000000,0.0000000000
1813,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1821,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1670986672,0.0650364953,0.0000000000,83673.0000000000,993.9375000000,0.0000000000
1815,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1823,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1663316023,0.0573197365,0.0000000000,83674.0000000000,993.9375000000,0.0000000000
1817,"_ZN5aiter36mla_a8w8_qh16_qseqlen1_gqaratio16_psE.kd",1,0,1825,18131,18131,65536,256,163840,0,256,0,112,64,0x0,0x7f8ba46f9280,1024.0000000000,2.9766414141,0.1508717559,0.1087632131,0.0000000000,83680.0000000000,993.9375000000,0.0000000000
