idx,phase,num_seqs,total_q_tokens,max_seqlen_q,max_seqlen_k,num_q_heads,num_kv_heads,head_size,block_size,window_size,trace_count,ck_ua_ms,ck_pagedkv_ms,ck_splitkv_ms,triton_2d_ms,triton_3d_ms,best
194,decode,304,304,1,1,64,8,64,32,"-1,-1",1,0.014617759734392166,0.026526395231485367,0.10421108454465866,0.01759277656674385,0.05512037314474583,ck_ua
195,decode,304,304,1,131072,64,8,64,32,"127,0",1,,,,0.030533457174897194,,t_2d
197,decode,288,288,1,1,64,8,64,32,"127,0",1,0.014585210010409355,0.026314053684473038,0.10203574784100056,0.018152128905057907,0.05303770303726196,ck_ua
198,decode,288,288,1,1,64,8,64,32,"-1,-1",1,0.01409146934747696,0.026206346228718758,0.10510999709367752,0.017289305105805397,0.05327761173248291,ck_ua
199,decode,288,288,1,131072,64,8,64,32,"127,0",1,,,,0.029820390045642853,,t_2d
201,decode,272,272,1,1,64,8,64,32,"127,0",1,0.01666788011789322,0.024928944185376167,0.09416029788553715,0.01726774498820305,0.05158749409019947,ck_ua
202,decode,272,272,1,1,64,8,64,32,"-1,-1",1,0.015250220894813538,0.0250265933573246,0.09552491828799248,0.016368459910154343,0.05310778506100178,ck_ua
203,decode,272,272,1,131072,64,8,64,32,"127,0",1,,,,0.028881477192044258,,t_2d
205,decode,256,256,1,1,64,8,64,32,"127,0",1,0.014807004481554031,0.023649493232369423,0.08903653360903263,0.01645255833864212,0.04760143347084522,ck_ua
206,decode,256,256,1,1,64,8,64,32,"-1,-1",1,0.014502601698040962,0.02410770393908024,0.09102607145905495,0.01608850434422493,0.04789438098669052,ck_ua
207,decode,256,256,1,131072,64,8,64,32,"127,0",1,,,,0.02839774824678898,,t_2d
