idx,phase,num_seqs,total_q_tokens,max_seqlen_q,max_seqlen_k,num_q_heads,num_kv_heads,head_size,block_size,window_size,trace_count,ck_ua_ms,ck_pagedkv_ms,ck_splitkv_ms,triton_2d_ms,triton_3d_ms,best
594,prefill,107,8192,7118,10181,64,8,64,32,"127,0",1,3.0762149952352047,1.3352293521165848,4.160080105066299,0.12845261953771114,12.72951983846724,t_2d
595,prefill,107,8192,7118,10181,64,8,64,32,"-1,-1",1,3.0612317379564047,40.77817532233894,13.562668533995748,3.715800493955612,12.391386833041906,ck_ua
596,prefill,108,8192,5204,10182,64,8,64,32,"127,0",1,3.0797138810157776,0.33473516814410686,3.1456702388823032,0.12325369752943516,12.68280865624547,t_2d
597,prefill,108,8192,5204,10182,64,8,64,32,"-1,-1",1,3.0689379666000605,6.115071149542928,13.240034691989422,3.7689764983952045,12.36339220777154,ck_ua
598,prefill,109,8192,4796,10183,64,8,64,32,"127,0",1,3.1302192714065313,0.46738474629819393,3.067675558850169,0.12369584292173386,12.860556785017252,t_2d
599,prefill,109,8192,4796,10183,64,8,64,32,"-1,-1",1,3.0814309138804674,11.044527310878038,15.457451902329922,3.7590183317661285,12.530182162299752,ck_ua
600,prefill,110,8192,6711,10184,64,8,64,32,"127,0",1,3.1824848614633083,0.37743374705314636,4.0625800378620625,0.12313802726566792,12.689871340990067,t_2d
601,prefill,110,8192,6711,10184,64,8,64,32,"-1,-1",1,3.13340462744236,6.27089343033731,16.523246839642525,3.8230447564274073,12.38296045921743,ck_ua
602,prefill,110,8192,8083,10185,64,8,64,32,"127,0",1,3.140417765825987,4.479202022776008,4.836382390931249,0.12412648648023605,12.700306717306376,t_2d
603,prefill,110,8192,8083,10185,64,8,64,32,"-1,-1",1,3.1332238111644983,165.0919877924025,14.9642797652632,3.8084244821220636,12.37553902901709,ck_ua
604,prefill,111,8192,7539,10186,64,8,64,32,"127,0",1,3.1601923517882824,0.38612503558397293,4.609954543411732,0.11589848436415195,12.623053463175893,t_2d
605,prefill,111,8192,7539,10186,64,8,64,32,"-1,-1",1,3.1588844023644924,6.31957002915442,15.184202091768384,3.9187810849398375,12.28632666170597,ck_ua
606,prefill,112,8192,5621,10187,64,8,64,32,"127,0",1,3.162903990596533,0.728492857888341,4.030313901603222,0.12701242230832577,12.864855118095875,t_2d
607,prefill,112,8192,5621,10187,64,8,64,32,"-1,-1",1,3.1600005459040403,21.688648033887148,43.42519803903997,3.868587128818035,12.506291596218944,ck_ua
608,prefill,113,8192,4379,10188,64,8,64,32,"127,0",1,3.1871528830379248,0.30287671834230423,2.8495227452367544,0.11878781951963902,12.827545823529363,t_2d
609,prefill,113,8192,4379,10188,64,8,64,32,"-1,-1",1,3.174277814105153,6.367359682917595,13.38185090571642,3.8890447467565536,12.48765722848475,ck_ua
610,prefill,114,8192,6298,10189,64,8,64,32,"127,0",1,3.171769483014941,0.5007690284401178,4.004921158775687,0.12149102985858917,12.754826061427593,t_2d
611,prefill,114,8192,6298,10189,64,8,64,32,"-1,-1",1,3.180651506409049,11.633798433467746,14.789265068247914,3.906455682590604,12.42233170196414,ck_ua
612,prefill,114,8192,8079,10190,64,8,64,32,"127,0",1,3.185071237385273,4.373626131564379,5.02743823453784,0.1275066751986742,12.752229114994407,t_2d
613,prefill,114,8192,8079,10190,64,8,64,32,"-1,-1",1,3.179278876632452,170.8298155106604,15.084547270089388,3.880568314343691,12.416315916925669,ck_ua
614,prefill,115,8192,7940,10191,64,8,64,32,"127,0",1,3.271729126572609,0.41309106163680553,4.984997073188424,0.11931671760976315,12.877383083105087,t_2d
615,prefill,115,8192,7940,10191,64,8,64,32,"-1,-1",1,3.275075228884816,6.523740757256746,14.931862615048885,3.9875487331300974,12.551677040755749,ck_ua
616,prefill,116,8192,6018,10192,64,8,64,32,"127,0",1,3.3055927604436874,2.326318994164467,3.854832611978054,0.13092393055558205,12.629667297005653,t_2d
617,prefill,116,8192,6018,10192,64,8,64,32,"-1,-1",1,3.306123986840248,87.72290828637779,14.316855557262897,4.0203651413321495,12.322119437158108,ck_ua
618,prefill,117,8192,4095,10193,64,8,64,32,"127,0",1,3.345455415546894,4.363036016002297,3.4937622491270304,0.13341163285076618,12.201279867440462,t_2d
619,prefill,117,8192,4095,10193,64,8,64,32,"-1,-1",1,3.346057329326868,179.25250097177923,44.63098528794944,4.0684017818421125,11.904688691720366,ck_ua
620,prefill,118,8192,5905,10194,64,8,64,32,"127,0",1,3.3557059708982706,0.36251600831747055,3.8407696411013603,0.12578056193888187,12.645096145570278,t_2d
621,prefill,118,8192,5905,10194,64,8,64,32,"-1,-1",1,3.374729957431555,6.620908621698618,14.598708041012287,4.101260798051953,12.368854973465204,ck_ua
622,prefill,119,8192,7829,10195,64,8,64,32,"127,0",1,3.382723079994321,0.5618164781481028,5.055067175999284,0.125431502237916,12.924818554893136,t_2d
623,prefill,119,8192,7829,10195,64,8,64,32,"-1,-1",1,3.397628804668784,12.175073847174644,16.138505842536688,4.108658526092768,12.612202065065503,ck_ua
624,prefill,119,8192,8074,10196,64,8,64,32,"127,0",1,3.386289067566395,4.560393420979381,5.232303589582443,0.12735994532704353,12.933066580444574,t_2d
625,prefill,119,8192,8074,10196,64,8,64,32,"-1,-1",1,3.371339291334152,177.75902268476784,15.45944819226861,4.091393761336803,12.610113713890314,ck_ua
626,prefill,120,8192,6394,10197,64,8,64,32,"127,0",1,3.3521910663694143,0.5227445159107447,4.482743190601468,0.12542298063635826,12.833982659503818,t_2d
627,prefill,120,8192,6394,10197,64,8,64,32,"-1,-1",1,3.3391487319022417,12.22181641496718,25.987127237021923,4.106667917221785,12.507572583854198,ck_ua
628,prefill,121,8192,4467,10198,64,8,64,32,"127,0",1,3.3628557808697224,0.32332134433090687,3.076225845143199,0.1246253028512001,12.881457898765802,t_2d
629,prefill,121,8192,4467,10198,64,8,64,32,"-1,-1",1,3.374475007876754,6.746302032843232,14.606758626177907,4.1315588634461164,12.541381549090147,ck_ua
630,prefill,122,8192,5533,10199,64,8,64,32,"127,0",1,3.394053317606449,0.7817764766514301,3.8043912034481764,0.13403459452092648,13.034095847979188,t_2d
631,prefill,122,8192,5533,10199,64,8,64,32,"-1,-1",1,3.4056955482810736,23.68466155603528,15.150213148444891,4.1365765035152435,12.684592045843601,ck_ua
632,prefill,123,8192,7461,10200,64,8,64,32,"127,0",1,3.4462062176316977,0.42730472050607204,4.998220130801201,0.1278501469641924,12.933152541518211,t_2d
633,prefill,123,8192,7461,10200,64,8,64,32,"-1,-1",1,3.449175739660859,6.929687270894647,15.574590815231204,4.196287924423814,12.590811727568507,ck_ua
634,prefill,123,8192,8070,10201,64,8,64,32,"127,0",1,3.455836372449994,4.683200363069773,5.412144400179386,0.13467110693454742,12.90909037925303,t_2d
635,prefill,123,8192,8070,10201,64,8,64,32,"-1,-1",1,3.444783529266715,185.1454460527748,16.18313449434936,4.153850255534053,12.543947249650955,ck_ua
636,prefill,124,8192,6750,10202,64,8,64,32,"127,0",1,3.4721922129392624,0.40396261028945446,4.625419387593865,0.1279167365282774,12.688725255429745,t_2d
637,prefill,124,8192,6750,10202,64,8,64,32,"-1,-1",1,3.4668651409447193,6.950459815561771,15.980774629861116,4.227535519748926,12.370364973321557,ck_ua
638,prefill,125,8192,4819,10203,64,8,64,32,"127,0",1,3.4904630854725838,0.49888561479747295,3.366070706397295,0.13028588145971298,12.85480810329318,t_2d
639,prefill,125,8192,4819,10203,64,8,64,32,"-1,-1",1,3.4776260145008564,12.691552517935634,14.841113798320293,4.256497556343675,12.510061170905828,ck_ua
640,prefill,126,8192,5181,10204,64,8,64,32,"127,0",1,3.4883668646216393,0.3622591495513916,3.790429839864373,0.12984727509319782,13.08402856811881,t_2d
641,prefill,126,8192,5181,10204,64,8,64,32,"-1,-1",1,3.4923324827104807,7.007561670616269,17.961554834619164,4.2724809143692255,12.727010948583484,ck_ua
642,prefill,127,8192,7113,10205,64,8,64,32,"127,0",1,3.2637092750519514,1.4317331835627556,4.9072460271418095,0.12627076357603073,12.967390986159444,t_2d
643,prefill,127,8192,7113,10205,64,8,64,32,"-1,-1",1,3.2558072824031115,48.5765565186739,15.130992094054818,3.944491408765316,12.683034967631102,ck_ua
644,prefill,127,8192,8066,10206,64,8,64,32,"127,0",1,3.2602014020085335,4.8479200806468725,5.5528124794363976,0.1281301025301218,12.981297634541988,t_2d
645,prefill,127,8192,8066,10206,64,8,64,32,"-1,-1",1,3.2393406610935926,192.43819750845432,15.87660489603877,3.930993936955929,12.654350185766816,ck_ua
646,prefill,128,8192,7086,10207,64,8,64,32,"127,0",1,2.9926244635134935,1.294643897563219,4.906122712418437,0.11128750629723072,12.96746451407671,t_2d
647,prefill,128,8192,7086,10207,64,8,64,32,"-1,-1",1,2.9834109358489513,49.0125329233706,14.566459832713008,3.590498398989439,12.67755450680852,ck_ua
648,prefill,129,8192,5151,10208,64,8,64,32,"127,0",1,3.0358542688190937,0.3491416573524475,3.6648275330662727,0.11117733083665371,13.067711004987359,t_2d
649,prefill,129,8192,5151,10208,64,8,64,32,"-1,-1",1,3.034646948799491,7.151550846174359,12.821312388405204,3.73680517077446,12.73570298217237,ck_ua
650,prefill,130,8192,4849,10209,64,8,64,32,"127,0",1,3.0737385153770447,0.5078863352537155,3.732374357059598,0.1156175509095192,13.216370437294245,t_2d
651,prefill,130,8192,4849,10209,64,8,64,32,"-1,-1",1,3.0685024801641703,13.251033192500472,27.441746275871992,3.744803788140416,12.880753353238106,ck_ua
652,prefill,131,8192,6785,10210,64,8,64,32,"127,0",1,3.097246214747429,0.5791374016553164,4.857186647132039,0.1158994622528553,13.323235185816884,t_2d
653,prefill,131,8192,6785,10210,64,8,64,32,"-1,-1",1,3.0982212629169226,13.414818560704589,14.372155349701643,3.7941299378871918,12.993456376716495,ck_ua
654,prefill,131,8192,8062,10211,64,8,64,32,"127,0",1,3.102237358689308,0.4581556189805269,5.9218608774244785,0.11536865495145321,13.350763032212853,t_2d
655,prefill,131,8192,8062,10211,64,8,64,32,"-1,-1",1,3.0922050587832928,7.375258486717939,18.42166311107576,3.7663751747459173,12.97655114904046,ck_ua
656,prefill,132,8192,7402,10212,64,8,64,32,"127,0",1,3.102250909432769,0.5978478584438562,5.295204604044557,0.11690855026245117,13.366578565910459,t_2d
657,prefill,132,8192,7402,10212,64,8,64,32,"-1,-1",1,3.089797915890813,13.525279657915235,14.592440705746412,3.812425211071968,13.096326543018222,ck_ua
658,prefill,133,8192,5463,10213,64,8,64,32,"127,0",1,3.1271522864699364,0.386195071041584,4.002544237300754,0.11618644930422306,13.31071900203824,t_2d
659,prefill,133,8192,5463,10213,64,8,64,32,"-1,-1",1,3.1292549800127745,7.419823808595538,14.067593030631542,3.806356992572546,13.011558447033167,ck_ua
660,prefill,134,8192,4537,10214,64,8,64,32,"127,0",1,3.131690202280879,0.8120384998619556,3.389066131785512,0.1256778370589018,13.221220718696713,t_2d
661,prefill,134,8192,4537,10214,64,8,64,32,"-1,-1",1,3.1150253023952246,26.199978636577725,12.620886508375406,3.7984525319188833,12.911065854132175,ck_ua
662,prefill,135,8192,6477,10215,64,8,64,32,"127,0",1,3.142799576744437,0.42771128937602043,4.767542099580169,0.11898470111191273,13.18630501627922,t_2d
663,prefill,135,8192,6477,10215,64,8,64,32,"-1,-1",1,3.1227475497871637,7.562372274696827,14.75050626322627,3.841731371358037,12.882952066138387,ck_ua
664,prefill,135,8192,8058,10216,64,8,64,32,"127,0",1,3.1502338591963053,0.47769290395081043,6.1120864469558,0.11768112890422344,13.173464871942997,t_2d
665,prefill,135,8192,8058,10216,64,8,64,32,"-1,-1",1,3.1343346927314997,7.580127846449614,18.958257511258125,3.827396547421813,12.863279553130269,ck_ua
666,prefill,136,8192,7698,10217,64,8,64,32,"127,0",1,3.1594449188560247,0.47131464816629887,5.655227834358811,0.11919951066374779,13.041552528738976,t_2d
667,prefill,136,8192,7698,10217,64,8,64,32,"-1,-1",1,3.1759274657815695,7.649351749569178,15.099046006798744,3.855206398293376,12.76213750243187,ck_ua
668,prefill,137,8192,5755,10218,64,8,64,32,"127,0",1,3.2424052711576223,0.4073156975209713,4.557551350444555,0.11704419739544392,13.01713832654059,t_2d
669,prefill,137,8192,5755,10218,64,8,64,32,"-1,-1",1,3.2141992822289467,7.643108209595084,17.684007110074162,3.883345704525709,12.716938182711601,ck_ua
670,prefill,138,8192,4245,10219,64,8,64,32,"127,0",1,3.225582093000412,0.5208140704780817,3.2725601457059383,0.11495854705572128,13.135588727891445,t_2d
671,prefill,138,8192,4245,10219,64,8,64,32,"-1,-1",1,3.2344441395252943,14.069687994197011,13.675876846536994,3.926436835899949,12.807743949815631,ck_ua
672,prefill,139,8192,6189,10220,64,8,64,32,"127,0",1,3.274197643622756,0.4330604802817106,4.691943479701877,0.12084809131920338,13.229772029444575,t_2d
673,prefill,139,8192,6189,10220,64,8,64,32,"-1,-1",1,3.281302470713854,7.778640137985349,15.325118647888303,3.937860205769539,12.891638232395053,ck_ua
674,prefill,139,8192,8054,10221,64,8,64,32,"127,0",1,3.2489346340298653,0.4857726860791445,6.051978934556246,0.12140991166234016,13.18515008315444,t_2d
675,prefill,139,8192,8054,10221,64,8,64,32,"-1,-1",1,3.244256041944027,7.833259738981724,19.41748009994626,3.9237186778336763,12.891385238617659,ck_ua
676,prefill,140,8192,7974,10222,64,8,64,32,"127,0",1,3.287984151393175,0.48688589595258236,5.99839580245316,0.11997967958450317,12.992075132206082,t_2d
677,prefill,140,8192,7974,10222,64,8,64,32,"-1,-1",1,3.283864865079522,7.8975641168653965,16.51085214689374,3.9727237541228533,12.709924904629588,ck_ua
678,prefill,141,8192,6027,10223,64,8,64,32,"127,0",1,3.3025532960891724,2.7479122392833233,4.633815959095955,0.12911059893667698,12.801942508667707,t_2d
679,prefill,141,8192,6027,10223,64,8,64,32,"-1,-1",1,3.2717769499868155,107.73932449519634,14.902323251590133,3.9733842946588993,12.52267174422741,ck_ua
680,prefill,142,8192,4079,10224,64,8,64,32,"127,0",1,3.2981565687805414,5.221118219196796,3.2406324986368418,0.1305653713643551,12.95283273793757,t_2d
681,prefill,142,8192,4079,10224,64,8,64,32,"-1,-1",1,3.2813469879329205,219.46233864873648,13.169309357181191,3.980852570384741,12.627768702805042,ck_ua
682,prefill,143,8192,5921,10225,64,8,64,32,"127,0",1,3.29156955704093,0.42990860529243946,4.6462297439575195,0.12356117367744446,13.141895039007068,t_2d
683,prefill,143,8192,5921,10225,64,8,64,32,"-1,-1",1,3.2907167449593544,7.975879777222872,15.584373660385609,4.011818254366517,12.880696821957827,ck_ua
684,prefill,144,8192,7870,10226,64,8,64,32,"127,0",1,3.2989743165671825,0.6710308138281107,6.102639390155673,0.12703044340014458,13.296767883002758,t_2d
685,prefill,144,8192,7870,10226,64,8,64,32,"-1,-1",1,3.319288231432438,14.823969779536128,15.843570791184902,4.012050060555339,12.99530677497387,ck_ua
686,prefill,144,8192,8049,10227,64,8,64,32,"127,0",1,3.3187408931553364,0.5021275486797094,6.311330199241638,0.5716189276427031,13.33818738348782,ck_pk
687,prefill,144,8192,8049,10227,64,8,64,32,"-1,-1",1,3.2943648286163807,8.091149711981416,20.02504332922399,4.021914629265666,12.990383757278323,ck_ua
688,prefill,145,8192,6278,10228,64,8,64,32,"127,0",1,3.388348873704672,0.6211362779140472,4.976192628964782,0.12871399521827698,13.184336107224226,t_2d
689,prefill,145,8192,6278,10228,64,8,64,32,"-1,-1",1,3.3926259260624647,14.868476521223783,15.564879355952144,4.135676333680749,12.884007766842842,ck_ua
690,prefill,146,8192,4326,10229,64,8,64,32,"127,0",1,3.400901984423399,0.5507206078618765,3.514369251206517,0.12892130762338638,13.124834466725588,t_2d
691,prefill,146,8192,4326,10229,64,8,64,32,"-1,-1",1,3.408146044239402,14.893296780064702,14.166052918881178,4.1555040050297976,12.814230006188154,ck_ua
692,prefill,147,8192,5674,10230,64,8,64,32,"127,0",1,3.411872684955597,0.4294013138860464,4.56752385944128,0.12425617314875126,13.131995359435678,t_2d
693,prefill,147,8192,5674,10230,64,8,64,32,"-1,-1",1,3.4042556304484606,8.209572033956647,15.61834723688662,4.158581187948585,12.835491821169853,ck_ua
694,prefill,148,8192,7627,10231,64,8,64,32,"127,0",1,3.427492920309305,0.9272153489291668,6.098628276959062,0.1254499889910221,13.278775801882148,t_2d
695,prefill,148,8192,7627,10231,64,8,64,32,"-1,-1",1,3.4275570418685675,29.0314725600183,17.231139447540045,4.180796025320888,12.992787826806307,ck_ua
696,prefill,148,8192,8045,10232,64,8,64,32,"127,0",1,3.4255174919962883,0.5008085630834103,6.400050222873688,0.12067672796547413,13.285370310768485,t_2d
697,prefill,148,8192,8045,10232,64,8,64,32,"-1,-1",1,3.4155898727476597,8.332464145496488,17.25061507895589,4.180817073211074,12.96440209262073,ck_ua
698,prefill,149,8192,6509,10233,64,8,64,32,"127,0",1,3.492844430729747,0.4461883567273617,5.271304491907358,0.12017795816063881,13.335953326895833,t_2d
699,prefill,149,8192,6509,10233,64,8,64,32,"-1,-1",1,3.4855893813073635,8.334544813260436,16.200431948527694,4.194665607064962,13.044329266995192,ck_ua
700,prefill,150,8192,4553,10234,64,8,64,32,"127,0",1,3.467538394033909,0.8257298264652491,3.805616684257984,0.12689675204455853,12.980349780991673,t_2d
701,prefill,150,8192,4553,10234,64,8,64,32,"-1,-1",1,3.466122830286622,29.291536938399076,15.590030513703823,4.244833532720804,12.701618392020464,ck_ua
702,prefill,151,8192,5447,10235,64,8,64,32,"127,0",1,3.467773785814643,0.40303468704223633,4.473200254142284,0.11955047957599163,12.589249294251204,t_2d
703,prefill,151,8192,5447,10235,64,8,64,32,"-1,-1",1,3.473368799313903,8.41962886042893,15.848045330494642,4.237264953553677,12.40093857049942,ck_ua
704,prefill,152,8192,7404,10236,64,8,64,32,"127,0",1,3.496295679360628,0.6352257449179888,6.068269954994321,0.12241140939295292,12.46561799198389,t_2d
705,prefill,152,8192,7404,10236,64,8,64,32,"-1,-1",1,3.5460965242236853,15.610624803230166,16.621400881558657,4.275556793436408,12.309951474890113,ck_ua
706,prefill,152,8192,8041,10237,64,8,64,32,"127,0",1,3.47498026676476,0.5024960730224848,6.58604484051466,0.12144595384597778,12.486351048573852,t_2d
707,prefill,152,8192,8041,10237,64,8,64,32,"-1,-1",1,3.490508394315839,8.55346405878663,17.58087333291769,4.27419263869524,12.327266298234463,ck_ua
708,prefill,153,8192,6720,10238,64,8,64,32,"127,0",1,3.5240785218775272,0.4575462080538273,5.580928362905979,0.1245385967195034,12.793336436152458,t_2d
709,prefill,153,8192,6720,10238,64,8,64,32,"-1,-1",1,3.5222938284277916,8.587502408772707,15.938430884853005,4.291714867576957,12.588656274601817,ck_ua
710,prefill,154,8192,4760,10239,64,8,64,32,"127,0",1,3.528199251741171,0.5485537461936474,4.030451970174909,0.12611155398190022,13.115851068869233,t_2d
711,prefill,154,8192,4760,10239,64,8,64,32,"-1,-1",1,3.523728484287858,15.689236391335726,15.670015662908554,4.3222312815487385,12.815740052610636,ck_ua
712,prefill,155,8192,5240,10240,64,8,64,32,"127,0",1,3.6061319522559643,0.4112386144697666,4.499651957303286,0.12537389993667603,13.403968699276447,t_2d
713,prefill,155,8192,5240,10240,64,8,64,32,"-1,-1",1,3.561932174488902,8.64021466113627,19.3786786403507,4.347420623525977,13.093486428260803,ck_ua
714,prefill,156,8192,7201,10241,64,8,64,32,"127,0",1,3.5832210443913937,0.5156892351806164,6.060322280973196,0.13678777031600475,13.332001073285937,t_2d
715,prefill,156,8192,7201,10241,64,8,64,32,"-1,-1",1,3.5740571096539497,8.78044767305255,17.758689867332578,4.364776611328125,13.045513862743974,ck_ua
716,prefill,156,8192,8037,10242,64,8,64,32,"127,0",1,3.578376676887274,0.5393927916884422,6.727608852088451,0.1373356208205223,13.347029453143477,t_2d
717,prefill,156,8192,8037,10242,64,8,64,32,"-1,-1",1,3.579881926998496,8.829771168529987,18.02807655185461,4.37325444072485,13.04913037456572,ck_ua
718,prefill,157,8192,6911,10243,64,8,64,32,"127,0",1,3.5858770832419395,0.6850636098533869,6.203376594930887,0.12920470908284187,13.242792198434472,t_2d
719,prefill,157,8192,6911,10243,64,8,64,32,"-1,-1",1,3.5806350875645876,16.177820740267634,34.916454181075096,4.37640929594636,12.969372374936938,ck_ua
720,prefill,158,8192,4947,10244,64,8,64,32,"127,0",1,3.614673390984535,0.4347579553723335,4.296244168654084,0.12602536007761955,13.232382852584124,t_2d
721,prefill,158,8192,4947,10244,64,8,64,32,"-1,-1",1,3.604920534417033,8.837047265842557,15.927649801597,4.392194282263517,12.949910759925842,ck_ua
722,prefill,159,8192,5053,10245,64,8,64,32,"127,0",1,3.6309732124209404,1.6788347624242306,4.434845224022865,0.14511491172015667,13.334938464686275,t_2d
723,prefill,159,8192,5053,10245,64,8,64,32,"-1,-1",1,3.6177370231598616,61.61002451553941,15.288252662867308,4.40421006642282,13.04968511685729,ck_ua
724,prefill,160,8192,7018,10246,64,8,64,32,"127,0",1,3.6343788728117943,0.5194028373807669,6.097762752324343,0.13688798062503338,13.434984302148223,t_2d
725,prefill,160,8192,7018,10246,64,8,64,32,"-1,-1",1,3.627263056114316,8.99304375052452,17.725057527422905,4.461342515423894,13.165175868198276,ck_ua
726,prefill,160,8192,8033,10247,64,8,64,32,"127,0",1,3.628297569230199,0.5566189996898174,6.8869673646986485,0.1394463237375021,13.426572969183326,t_2d
727,prefill,160,8192,8033,10247,64,8,64,32,"-1,-1",1,3.6259550601243973,9.012990072369576,18.41496448032558,4.430056409910321,13.150042854249477,ck_ua
728,prefill,161,8192,7082,10248,64,8,64,32,"127,0",1,3.7121983245015144,1.785208284854889,6.167982658371329,0.14912551268935204,13.41637740842998,t_2d
729,prefill,161,8192,7082,10248,64,8,64,32,"-1,-1",1,3.702749451622367,62.31909631751478,18.198563950136304,4.514673724770546,13.1535982247442,ck_ua
730,prefill,162,8192,5114,10249,64,8,64,32,"127,0",1,3.72283854521811,1.7068304121494293,5.646292818710208,0.1495452132076025,13.279084768146276,t_2d
731,prefill,162,8192,5114,10249,64,8,64,32,"-1,-1",1,3.717811405658722,62.62926533818245,64.52640206553042,4.545182688161731,12.999058328568935,ck_ua
732,prefill,163,8192,4886,10250,64,8,64,32,"127,0",1,3.7882636301219463,0.4466886632144451,4.356418736279011,0.14120899140834808,13.090264750644565,t_2d
733,prefill,163,8192,4886,10250,64,8,64,32,"-1,-1",1,3.717282135039568,9.078297950327396,15.937316277995706,4.581364244222641,12.885089358314872,ck_ua
734,prefill,164,8192,6855,10251,64,8,64,32,"127,0",1,3.7425705697387457,0.7109114434570074,6.032475782558322,0.1456117257475853,12.986655486747622,t_2d
735,prefill,164,8192,6855,10251,64,8,64,32,"-1,-1",1,3.7395159248262644,16.87342505902052,18.66639261133969,4.6109146904200315,12.790046073496342,ck_ua
736,prefill,164,8192,8029,10252,64,8,64,32,"127,0",1,3.740530973300338,0.5671695806086063,7.076325640082359,0.14525013975799084,13.000488467514515,t_2d
737,prefill,164,8192,8029,10252,64,8,64,32,"-1,-1",1,3.7389660719782114,9.223570628091693,18.771467078477144,4.616088094189763,12.758848071098328,ck_ua
738,prefill,165,8192,7233,10253,64,8,64,32,"127,0",1,3.814352909103036,0.541790435090661,6.4152164850384,0.1445856411010027,13.172014150768518,t_2d
739,prefill,165,8192,7233,10253,64,8,64,32,"-1,-1",1,3.7590201012790203,9.27866599522531,18.514900421723723,4.645334603264928,12.94460385106504,ck_ua
740,prefill,166,8192,5261,10254,64,8,64,32,"127,0",1,3.756878850981593,0.6601987406611443,4.79287626221776,0.14640088193118572,13.385278824716806,t_2d
741,prefill,166,8192,5261,10254,64,8,64,32,"-1,-1",1,3.7590100429952145,17.02102469280362,16.916982363909483,4.634036961942911,13.127771206200123,ck_ua
742,prefill,167,8192,4739,10255,64,8,64,32,"127,0",1,3.7724160123616457,0.6441362667828798,4.38009831123054,0.1467414665967226,13.59671475365758,t_2d
743,prefill,167,8192,4739,10255,64,8,64,32,"-1,-1",1,3.7791782524436712,17.127286503091455,16.60318449139595,4.639852326363325,13.306630542501807,ck_ua
744,prefill,168,8192,6712,10256,64,8,64,32,"127,0",1,3.736282419413328,0.5042007192969322,6.076655490323901,0.12980313040316105,13.53118997067213,t_2d
745,prefill,168,8192,6712,10256,64,8,64,32,"-1,-1",1,3.729002410545945,9.426927706226707,17.19708824530244,4.604148399084806,13.277038978412747,ck_ua
746,prefill,168,8192,8025,10257,64,8,64,32,"127,0",1,3.7287349347025156,0.5561803467571735,7.26116499863565,0.13430695980787277,13.538597244769335,t_2d
747,prefill,168,8192,8025,10257,64,8,64,32,"-1,-1",1,3.7372614722698927,9.475326398387551,18.989278050139546,4.5874725095927715,13.249394344165921,ck_ua
748,prefill,169,8192,7364,10258,64,8,64,32,"127,0",1,3.774961829185486,0.7072954438626766,6.676337588578463,0.15467950142920017,13.470108900219202,t_2d
749,prefill,169,8192,7364,10258,64,8,64,32,"-1,-1",1,3.8042028434574604,17.458055540919304,18.019743775948882,4.673131974413991,13.193505257368088,ck_ua
750,prefill,170,8192,5388,10259,64,8,64,32,"127,0",1,3.7089198362082243,0.45727426186203957,4.9795664846897125,0.15315520577132702,13.371684541925788,t_2d
751,prefill,170,8192,5388,10259,64,8,64,32,"-1,-1",1,3.7024399265646935,9.49857528321445,15.670152241364121,4.700874676927924,13.144835596904159,ck_ua
752,prefill,171,8192,4612,10260,64,8,64,32,"127,0",1,3.661472536623478,0.4279842134565115,4.323471011593938,0.15297695063054562,13.382287137210369,t_2d
753,prefill,171,8192,4612,10260,64,8,64,32,"-1,-1",1,3.6622982937842607,9.490676131099463,13.907503336668015,4.663232853636146,13.113570027053356,ck_ua
754,prefill,172,8192,6589,10261,64,8,64,32,"127,0",1,3.667536238208413,1.0242931079119444,6.168413162231445,0.15941625460982323,13.468955550342798,t_2d
755,prefill,172,8192,6589,10261,64,8,64,32,"-1,-1",1,3.674919530749321,34.06178709119558,15.871205786243081,4.624310042709112,13.204205455258489,ck_ua
756,prefill,172,8192,8021,10262,64,8,64,32,"127,0",1,3.64909372292459,0.5702427122741938,7.360675977542996,0.15259888023138046,13.466523867100477,t_2d
757,prefill,172,8192,8021,10262,64,8,64,32,"-1,-1",1,3.641555178910494,9.67687014490366,18.21711463853717,4.630412301048636,13.20262448862195,ck_ua
758,prefill,173,8192,7475,10263,64,8,64,32,"127,0",1,3.6269379779696465,0.5494345910847187,6.908887531608343,0.15027080662548542,13.534278981387615,t_2d
759,prefill,173,8192,7475,10263,64,8,64,32,"-1,-1",1,3.616142040118575,9.724538680166006,16.64227321743965,4.599332017824054,13.292560447007418,ck_ua
760,prefill,174,8192,5495,10264,64,8,64,32,"127,0",1,3.5482771694660187,0.46950834803283215,5.2393685560673475,0.14772340655326843,13.625088753178716,t_2d
761,prefill,174,8192,5495,10264,64,8,64,32,"-1,-1",1,3.5628192592412233,9.683963423594832,22.225681599229574,4.540380742400885,13.396045519039035,ck_ua
762,prefill,175,8192,4505,10265,64,8,64,32,"127,0",1,3.551838081330061,0.9456663392484188,4.3673287611454725,0.15209210105240345,13.385528465732932,t_2d
763,prefill,175,8192,4505,10265,64,8,64,32,"-1,-1",1,3.5468900576233864,34.4147187191993,15.859972592443228,4.574534250423312,13.175734970718622,ck_ua
764,prefill,176,8192,6486,10266,64,8,64,32,"127,0",1,3.5055235493928194,0.5127768032252789,6.12858897075057,0.14043832197785378,12.94832075946033,t_2d
765,prefill,176,8192,6486,10266,64,8,64,32,"-1,-1",1,3.5038520116358995,9.849808877333999,17.425803700461984,4.540916020050645,12.819682341068983,ck_ua
766,prefill,176,8192,8017,10267,64,8,64,32,"127,0",1,3.500689147040248,0.5787973292171955,7.506136409938335,0.14143278822302818,12.937555322423577,t_2d
