token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1
2,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.int8,torch.int8,QuantType.per_Token,0,0
