cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,2030,2048,3072,ck,0,0,28.0009,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,912.23,744.35,0.0
256,2055,2048,3072,ck,18,0,36.2672,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,712.98,579.63,0.0
256,2060,2048,3072,ck,18,0,35.6379,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,727.34,590.87,0.0
256,2062,2048,3072,ck,18,0,35.1724,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,737.68,599.1,0.0
256,2157,2048,3072,ck,18,0,36.4396,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,744.83,596.96,0.0
256,2158,2048,3072,ck,18,0,36.2376,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,749.33,600.48,0.0
256,2201,2048,3072,ck,18,0,36.4788,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,759.21,604.96,0.0
256,2213,2048,3072,ck,18,0,36.5192,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,762.5,606.65,0.0
256,2230,2048,3072,ck,18,0,35.9728,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,780.03,619.25,0.0
256,2240,2048,3072,ck,18,0,35.9812,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,783.35,621.1,0.0
256,2243,2048,3072,ck,18,0,36.99,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,763.0,604.74,0.0
256,2256,2048,3072,ck,18,0,36.6576,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,774.38,612.76,0.0
256,2335,2048,3072,ck,18,0,36.9572,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,795.0,623.12,0.0
256,2415,2048,3072,ck,18,0,36.6404,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,829.35,644.16,0.0
256,2478,2048,3072,ck,18,0,36.8444,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,846.27,652.85,0.0
256,2735,2048,3072,ck,0,0,39.3931,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,873.61,657.37,0.0
256,2741,2048,3072,ck,0,0,39.7047,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,868.66,653.3,0.0
256,3000,2048,3072,ck,0,0,40.4081,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,934.19,687.87,0.0
256,3001,2048,3072,ck,0,0,41.179,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,917.0,675.17,0.0
256,3004,2048,3072,ck,0,0,40.9297,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,923.51,679.8,0.0
256,3005,2048,3072,ck,0,0,40.5895,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,931.56,685.68,0.0
256,3006,2048,3072,ck,0,0,41.0552,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,921.3,678.07,0.0
256,3011,2048,3072,ck,0,0,40.405,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,937.68,689.87,0.0
256,3049,2048,3072,ck,0,0,40.9055,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,937.9,688.09,0.0
256,3063,2048,3072,ck,0,0,40.8429,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,943.65,691.6,0.0
256,3093,2048,3072,ck,0,0,40.6197,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,958.13,700.7,0.0
256,3120,2048,3072,ck,0,0,41.1434,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,954.19,696.48,0.0
256,3200,2048,3072,ck,0,0,40.5316,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,993.43,721.14,0.0
256,3230,2048,3072,ck,0,0,41.7716,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,972.98,704.88,0.0
256,3509,2048,3072,ck,0,0,41.9512,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1052.5,749.54,0.0
256,3862,2048,3072,ck,0,0,45.8537,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1059.79,740.93,0.0
256,3904,2048,3072,ck,0,0,44.9443,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1092.99,762.62,0.0
256,3922,2048,3072,ck,0,0,46.2949,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1066.0,743.16,0.0
256,4000,2048,3072,ck,0,0,45.7541,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1100.05,764.16,0.0
256,4001,2048,3072,ck,0,0,46.1557,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1090.75,757.67,0.0
256,4002,2048,3072,ck,0,0,46.5557,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1081.65,751.31,0.0
256,4004,2048,3072,ck,0,0,45.9797,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1095.74,761.03,0.0
256,4007,2048,3072,ck,0,0,46.7097,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1079.43,749.6,0.0
256,4032,2048,3072,ck,0,0,45.6841,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1110.55,770.35,0.0
256,4042,2048,3072,ck,0,0,46.8141,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1086.43,753.29,0.0
256,4064,2048,3072,ck,0,0,47.0685,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1086.44,752.57,0.0
256,4092,2048,3072,ck,0,0,47.7577,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1078.14,745.91,0.0
256,4159,2048,3072,ck,0,0,61.0533,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,857.16,591.34,0.0
256,4207,2048,3072,ck,0,0,61.4912,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,860.88,592.72,0.0
256,4248,2048,3072,ck,0,0,61.8301,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,864.5,594.23,0.0
256,4462,2048,3072,ck,0,0,60.8514,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,922.66,628.99,0.0
256,4476,2048,3072,ck,0,0,60.4476,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,931.73,634.85,0.0
256,4883,2048,3072,ck,0,0,61.6855,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,996.06,669.41,0.0
256,4915,2048,3072,ck,0,0,61.8321,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1000.21,671.53,0.0
256,5000,2048,3072,ck,0,0,62.495,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1006.71,674.16,0.0
256,5001,2048,3072,ck,0,0,63.0338,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,998.31,668.51,0.0
256,5003,2048,3072,ck,0,0,63.6518,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,989.01,662.24,0.0
256,5005,2048,3072,ck,0,0,62.9438,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1000.53,669.92,0.0
256,5007,2048,3072,ck,0,0,62.1302,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1014.04,678.92,0.0
256,5013,2048,3072,ck,0,0,61.957,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1018.1,681.52,0.0
256,5017,2048,3072,ck,0,0,62.5917,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1008.58,675.06,0.0
256,5031,2048,3072,ck,0,0,63.2302,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1001.18,669.83,0.0
256,5038,2048,3072,ck,0,0,62.2333,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1018.63,681.37,0.0
256,5044,2048,3072,ck,0,0,62.9086,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1008.9,674.74,0.0
256,5071,2048,3072,ck,0,0,62.664,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1018.26,680.46,0.0
