cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,tflops,bw,stage,kernelName,err
256,1,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,20.0949,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,12.99,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_3perCU_1x32_MulRoutedWeight_HasBias,1.5%,33.0849,0.0,1.14,18255.82,,,
256,1,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,28.6928,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_3perCU_1x32_HasBias_swiglu,0.0%,14.3538,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,1.5%,43.0466,0.0,0.88,14031.12,,,
256,1,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,21.3396,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,16.1318,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,3.7%,37.4714,0.0,3.02,48355.59,,,
256,1,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,29.5922,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_3perCU_1x32_HasBias_swiglu,0.0%,21.1024,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_4perCU_1x32_MulRoutedWeight_HasBias,3.4%,50.6946,0.0,2.23,35742.5,,,
256,1,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,21.5307,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,22.9923,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,4.9%,44.523,0.0,5.09,81393.68,,,
256,1,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,30.1049,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,33.1252,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_3perCU_1x32_MulRoutedWeight_HasBias,4.9%,63.2301,0.0,3.58,57312.75,,,
256,2,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,20.3295,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,12.2052,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,1.7%,32.5347,0.0,2.32,18564.93,,,
256,2,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,29.1904,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,14.4522,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,1.5%,43.6426,0.0,1.73,13839.79,,,
256,2,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,22.0343,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,16.933,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,2.5%,38.9673,0.0,5.81,46499.6,,,
256,2,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,29.9462,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_4perCU_1x32_HasBias_swiglu,0.0%,21.3296,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_4perCU_1x32_MulRoutedWeight_HasBias,2.4%,51.2758,0.0,4.42,35337.6,,,
256,2,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,24.3525,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,22.242,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,4.4%,46.5945,0.0,9.72,77775.34,,,
256,2,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,32.5153,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_4perCU_1x32_HasBias_swiglu,0.0%,33.0412,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_4perCU_1x32_MulRoutedWeight_HasBias,4.0%,65.5565,0.0,6.91,55279.08,,,
256,4,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,20.6052,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,13.2302,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,1.5%,33.8354,0.0,4.46,17851.98,,,
256,4,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,29.6817,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_4perCU_1x32_HasBias_swiglu,0.0%,15.4975,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,1.5%,45.1792,0.0,3.34,13369.62,,,
256,4,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,24.3529,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,19.8646,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,3.1%,44.2175,0.0,10.24,40978.99,,,
256,4,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,32.0902,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_3perCU_1x32_HasBias_swiglu,0.0%,23.1325,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_3perCU_1x32_MulRoutedWeight_HasBias,3.0%,55.2227,0.0,8.2,32812.38,,,
256,4,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,38.7654,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,25.1914,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,4.9%,63.9568,0.0,14.17,56662.12,,,
256,4,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,58.5062,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_3perCU_1x32_HasBias_swiglu,0.0%,35.5564,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,4.9%,94.0626,0.0,9.63,38526.77,,,
256,8,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,22.0404,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,16.5516,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,1.5%,38.592,0.0,7.83,15652.94,,,
256,8,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,30.1244,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,21.2334,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,1.6%,51.3578,0.0,5.88,11762.15,,,
256,8,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,37.3129,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,25.8317,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,3.5%,63.1446,0.0,14.35,28696.64,,,
256,8,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,58.5646,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,40.3956,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,3.5%,98.9602,0.0,9.15,18310.77,,,
256,8,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,57.9578,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,41.4371,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,4.7%,99.3949,0.0,18.23,36460.39,,,
256,8,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,88.2001,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_4perCU_1x32_HasBias_swiglu,0.0%,61.4498,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_4perCU_1x32_MulRoutedWeight_HasBias,4.7%,149.6499,0.0,12.11,24216.37,,,
256,16,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,24.8585,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,21.3628,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,1.5%,46.2213,0.0,13.07,13071.38,,,
256,16,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,33.5296,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,27.2475,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,1.5%,60.7771,0.0,9.94,9940.86,,,
256,16,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,56.1759,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,38.2648,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,3.5%,94.4407,0.0,19.19,19188.08,,,
256,16,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,85.1168,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_4perCU_1x32_HasBias_swiglu,0.0%,57.2585,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_3perCU_1x32_MulRoutedWeight_HasBias,3.5%,142.3753,0.0,12.73,12727.88,,,
256,16,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,93.1417,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,60.0841,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,5.1%,153.2258,0.0,23.65,23651.86,,,
256,16,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,141.6662,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_4perCU_1x32_HasBias_swiglu,0.0%,87.903,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_3perCU_1x32_MulRoutedWeight_HasBias,5.0%,229.5692,0.0,15.79,15786.42,,,
256,32,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,37.1769,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,27.9199,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,1.5%,65.0968,0.0,18.56,9284.22,,,
256,32,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,58.8468,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,38.5006,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,1.5%,97.3474,0.0,12.41,6208.41,,,
256,32,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,73.8714,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,48.8575,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,3.6%,122.7289,0.0,29.53,14766.96,,,
256,32,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,112.127,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,74.0018,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_4perCU_1x32_MulRoutedWeight_HasBias,3.7%,186.1288,0.0,19.47,9736.98,,,
256,32,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,152.8735,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,90.6918,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,5.2%,243.5653,0.0,29.76,14880.08,,,
256,32,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,241.8984,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_3perCU_1x32_HasBias_swiglu,0.0%,137.2409,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_4perCU_1x32_MulRoutedWeight_HasBias,5.1%,379.1393,0.0,19.12,9559.21,,,
256,64,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,39.4048,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,31.0879,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,1.6%,70.4927,0.0,34.27,8579.13,,,
256,64,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,59.8899,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_3perCU_1x32_HasBias_swiglu,0.0%,40.4752,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,1.6%,100.3651,0.0,24.07,6025.66,,,
256,64,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,104.6981,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,66.5081,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,3.6%,171.2062,0.0,42.33,10587.97,,,
256,64,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,163.442,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_3perCU_1x32_HasBias_swiglu,0.0%,102.132,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,3.6%,265.574,0.0,27.29,6825.69,,,
256,64,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,189.6557,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,107.9392,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,5.1%,297.5949,0.0,48.71,12179.86,,,
256,64,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,295.555,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_4perCU_1x32_HasBias_swiglu,0.0%,162.6198,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_4perCU_1x32_MulRoutedWeight_HasBias,5.1%,458.1748,0.0,31.64,7911.1,,,
256,128,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,44.2655,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,36.3031,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,1.6%,80.5686,0.0,59.97,7515.99,,,
256,128,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,63.3299,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,46.1506,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,1.5%,109.4805,0.0,44.13,5531.15,,,
256,128,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,113.1344,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,68.503,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,3.7%,181.6374,0.0,79.8,9984.24,,,
256,128,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,169.7695,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_3perCU_1x32_HasBias_swiglu,0.0%,105.8331,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_4perCU_1x32_MulRoutedWeight_HasBias,3.7%,275.6026,0.0,52.6,6580.17,,,
256,128,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,207.2096,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,113.0333,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,5.0%,320.2429,0.0,90.53,11320.94,,,
256,128,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,325.0731,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_4perCU_1x32_HasBias_swiglu,0.0%,170.3918,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_4perCU_1x32_MulRoutedWeight_HasBias,5.0%,495.4649,0.0,58.51,7317.27,,,
256,256,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,43.9785,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,36.3279,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,1.5%,80.3064,0.0,120.34,7560.11,,,
256,256,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,62.3207,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,47.2265,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,1.5%,109.5472,0.0,88.21,5542.14,,,
256,256,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,113.9164,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,71.1144,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,3.7%,185.0308,0.0,156.68,9809.64,,,
256,256,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,173.0619,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,107.4549,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_4perCU_1x32_MulRoutedWeight_HasBias,3.7%,280.5168,0.0,103.35,6470.5,,,
256,256,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,215.6205,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_1perCU_1x32_HasBias_swiglu,0.0%,118.0917,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,5.1%,333.7122,0.0,173.75,10868.72,,,
256,256,3072,3072,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,329.056,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_3perCU_1x32_HasBias_swiglu,0.0%,174.5214,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_4perCU_1x32_MulRoutedWeight_HasBias,5.1%,503.5774,0.0,115.14,7202.52,,,
256,512,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,48.5191,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,37.2825,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,1.5%,85.8016,0.0,225.26,7112.59,,,
256,512,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,64.7392,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_3perCU_1x32_HasBias_swiglu,0.0%,48.0488,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,1.5%,112.788,0.0,171.36,5410.78,,,
256,512,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,46.6092,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x128_2perCU_1x32_HasBias_swiglu,0.0%,36.0367,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x128_3perCU_1x32_MulRoutedWeight_HasBias,1.5%,82.6459,0.0,233.86,7365.14,,,
256,512,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,123.0378,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x32_2perCU_1x32_HasBias_swiglu,0.0%,76.1463,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x32_2perCU_1x32_MulRoutedWeight_HasBias,3.7%,199.1841,0.0,291.1,9128.39,,,
256,512,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,174.065,moe_cktile2stages_gemm1_256x64x256x256_1x4_16x16x32_3perCU_1x32_HasBias_swiglu,0.0%,109.6517,moe_cktile2stages_gemm2_256x64x256x256_1x4_16x16x32_1perCU_1x32_MulRoutedWeight_HasBias,3.7%,283.7167,0.0,204.37,6408.61,,,
256,512,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,118.4108,moe_cktile2stages_gemm1_256x32x256x256_1x4_16x16x128_2perCU_1x32_HasBias_swiglu,0.0%,72.7812,moe_cktile2stages_gemm2_256x32x256x256_1x4_16x16x128_1perCU_1x32_MulRoutedWeight_HasBias,3.7%,191.192,0.0,303.27,9501.75,,,
