M,N,K
25200,15360,5120
25200,5120,5120
25200,20480,5120
25200,5120,20480
131072,1024,4096
131072,4096,512
8168,2048,2048
8168,2048,1024
23040,2048,2048
23040,2048,1024
17928,2048,2048
17928,2048,1024
178,1024,1536
34280,256,1536
