cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,tflops,bw
80,1,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,15.57909183673471,fused_moe_asmjit_aot__16_True_False_False,0.98%,0.0,,0%,15.57909183673471,1,2.22,51793.23
80,2,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,37.05912000000018,fused_moe_asmjit_aot__16_True_False_False,0.66%,0.0,,0%,37.05912000000018,1,1.87,21773.42
80,4,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,48.64636263736292,fused_moe_asmjit_aot__16_True_False_False,0.56%,0.0,,0%,48.64636263736292,1,2.85,16587.64
80,8,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,69.82112195121982,fused_moe_asmjit_aot__16_True_False_False,0.61%,0.0,,0%,69.82112195121982,1,3.96,11557.79
80,16,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,99.2006185567011,fused_moe_asmjit_aot__16_True_False_False,0.17%,0.0,,0%,99.2006185567011,1,5.58,8135.79
80,32,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,146.11797560975592,fused_moe_asmjit_aot__16_True_False_False,0.14%,0.0,,0%,146.11797560975592,1,7.58,5524.8
80,64,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,295.74421428571435,fused_moe_asmjit_aot__64_True_True_False,2.14%,0.0,,0%,295.74421428571435,1,7.49,2730.96
80,128,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,391.06470000000064,fused_moe_asmjit_aot__64_True_True_False,2.25%,0.0,,0%,391.06470000000064,1,11.33,2067.31
80,256,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,418.8187899999998,fused_moe_asmjit_aot__64_True_True_False,2.37%,0.0,,0%,418.8187899999998,1,21.15,1934.07
80,512,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,457.08450999999974,fused_moe_asmjit_aot__128_True_True_False,2.12%,0.0,,0%,457.08450999999974,1,38.76,1779.04
80,1024,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,518.2511647058818,fused_moe_asmjit_aot__64_True_True_False,1.84%,0.0,,0%,518.2511647058818,1,68.37,1581.21
80,2048,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,634.8963626373621,fused_moe_asmjit_aot__64_True_True_False,1.65%,0.0,,0%,634.8963626373621,1,111.62,1310.52
80,4096,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,1033.3698924731189,fused_moe_asmjit_aot__128_True_True_False,1.67%,0.0,,0%,1033.3698924731189,1,137.16,829.53
80,8192,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,1776.7069052631566,fused_moe_asmjit_aot__128_True_True_True,1.75%,0.0,,0%,1776.7069052631566,1,159.55,510.8
80,16384,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,3210.2430425531916,fused_moe_asmjit_aot__128_True_True_True,1.74%,0.0,,0%,3210.2430425531916,1,176.6,314.06
80,32768,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,6197.2599895833555,fused_moe_asmjit_aot__128_True_True_True,1.77%,0.0,,0%,6197.2599895833555,1,182.96,195.17
