cu_num,M,N,K,libtype,kernelId,preshuffleB,splitK,us,kernelName,tflops,bw,errRatio
256,8192,32768,1536,ck,13,True,0,648.684,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1271.24,924.62,0.0
256,8192,36864,7168,ck,13,True,0,2895.4604,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1495.21,320.14,0.0
256,10240,128,7168,ck,14,True,0,37.8406,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,496.57,2033.25,0.0
256,10240,512,7168,ck,14,True,0,80.1219,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,938.09,1092.79,0.0002
256,10240,1024,7168,ck,13,True,0,127.4151,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1179.8,798.27,0.0
256,10240,2112,7168,ck,0,False,0,288.8228,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1073.47,456.31,0.0
256,10240,2240,7168,ck,0,False,0,300.1527,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1095.55,450.88,0.0
256,10240,3072,1536,ck,13,True,0,90.6108,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1066.5,920.0,0.0
256,10240,4096,512,ck,16,True,0,60.1018,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,714.62,1517.86,0.0
256,10240,4096,7168,ck,13,True,0,409.0909,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1469.83,456.25,0.0
256,10240,4608,7168,ck,13,True,0,459.4526,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1472.31,437.05,0.0
256,10240,7168,256,ck,13,True,0,66.5062,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,565.07,2274.33,0.0
256,10240,7168,512,ck,13,True,0,94.8448,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,792.47,1641.77,0.0
256,10240,7168,2048,ck,13,True,0,231.916,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1296.36,786.72,0.0
256,10240,7168,2304,ck,13,True,0,259.3372,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1304.2,720.72,0.0
256,10240,7168,4096,ck,13,True,0,417.7901,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1439.23,522.04,0.0
256,10240,7168,4608,ck,13,True,0,465.7922,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1452.27,487.38,0.0
256,10240,7168,16384,ck,13,True,0,1547.9137,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1553.82,279.09,0.0
256,10240,7168,18432,ck,13,True,0,1756.8843,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1540.13,266.19,0.0
256,10240,8192,512,ck,16,True,0,108.5165,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,791.58,1633.02,0.0
256,10240,8192,1536,ck,13,True,0,213.4435,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1207.34,918.67,0.0
256,10240,9216,7168,ck,13,True,0,890.7733,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1518.81,368.45,0.0
256,10240,11264,1536,ck,13,True,0,286.8647,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1235.2,919.31,0.0
256,10240,12288,1536,ck,13,True,0,309.609,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1248.5,924.59,0.0
256,10240,14336,1536,ck,13,True,0,361.1822,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1248.6,917.4,0.0
256,10240,16384,512,ck,13,True,0,204.6842,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,839.34,1705.92,0.0
256,10240,20480,1536,ck,13,True,0,506.2555,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1272.57,921.7,0.0
256,10240,24576,1536,ck,13,True,0,606.4427,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1274.8,918.13,0.0
256,10240,32768,512,ck,13,True,0,399.719,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,859.6,1733.99,0.0
256,10240,32768,1536,ck,13,True,0,807.3714,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1276.73,913.02,0.0
256,10240,36864,7168,ck,13,True,0,3637.1032,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1487.9,300.41,0.0
256,12288,128,7168,ck,14,True,0,39.5192,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,570.57,2331.62,0.0
256,12288,512,7168,ck,13,True,0,83.5271,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1079.82,1249.1,0.0
256,12288,1024,7168,ck,13,True,0,135.9241,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1327.13,887.16,0.0
256,12288,2112,7168,ck,0,False,0,341.1215,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1090.67,454.75,0.0
256,12288,2240,7168,ck,0,False,0,354.0748,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1114.45,449.59,0.0
256,12288,3072,1536,ck,13,True,0,105.362,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1100.63,940.48,0.0
256,12288,4096,512,ck,16,True,0,68.095,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,756.88,1601.47,0.0
256,12288,4096,7168,ck,13,True,0,484.7161,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1488.61,449.96,0.0
256,12288,4608,7168,ck,13,True,0,548.733,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1479.31,427.09,0.0
256,12288,7168,256,ck,13,True,0,78.9663,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,571.09,2293.91,0.0
256,12288,7168,512,ck,13,True,0,112.5061,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,801.68,1654.33,0.0
256,12288,7168,2048,ck,13,True,0,276.5475,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1304.58,781.08,0.0
256,12288,7168,2304,ck,13,True,0,304.5188,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1332.84,725.69,0.0
256,12288,7168,4096,ck,13,True,0,490.7789,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1470.22,521.32,0.0
256,12288,7168,4608,ck,13,True,0,553.449,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1466.71,480.29,0.0
256,12288,7168,16384,ck,13,True,0,1834.1553,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1573.6,269.84,0.0
256,12288,7168,18432,ck,13,True,0,2074.6305,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1565.1,257.77,0.0
256,12288,8192,512,ck,13,True,0,129.6926,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,794.8,1633.19,0.0
256,12288,8192,1536,ck,13,True,0,252.8138,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1223.18,920.77,0.0
256,12288,9216,7168,ck,13,True,0,1057.9199,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1534.61,359.79,0.0
256,12288,11264,1536,ck,13,True,0,338.1994,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1257.25,925.49,0.0
256,12288,12288,1536,ck,13,True,0,372.1706,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1246.35,912.86,0.0
256,12288,14336,1536,ck,13,True,0,429.5075,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1259.97,915.5,0.0
256,12288,16384,512,ck,13,True,0,243.3553,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,847.15,1714.91,0.0
256,12288,20480,1536,ck,13,True,0,606.22,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1275.27,913.28,0.0
256,12288,24576,1536,ck,13,True,0,727.9521,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1274.41,907.48,0.0
256,12288,32768,512,ck,13,True,0,473.8403,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,870.16,1748.22,0.0
256,12288,32768,1536,ck,13,True,0,964.8058,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1282.07,906.41,0.0
256,12288,36864,7168,ck,13,True,0,4375.7728,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1484.08,287.56,0.0
256,14336,128,7168,ck,14,True,0,41.9035,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,627.79,2561.79,0.0
256,14336,512,7168,ck,13,True,0,92.1186,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1142.3,1314.72,0.0
256,14336,1024,7168,ck,13,True,0,163.7443,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1285.26,851.7,0.0
256,14336,2112,7168,ck,0,False,0,393.6439,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1102.67,453.34,0.0
256,14336,2240,7168,ck,0,False,0,406.6305,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1132.15,450.14,0.0
256,14336,3072,1536,ck,13,True,0,123.3485,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1096.82,930.85,0.0
256,14336,4096,512,ck,16,True,0,81.1907,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,740.6,1562.71,0.0
256,14336,4096,7168,ck,13,True,0,563.6577,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1493.48,442.75,0.0
256,14336,4608,7168,ck,13,True,0,637.3068,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1486.0,420.38,0.0
256,14336,7168,256,ck,13,True,0,91.6652,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,573.97,2302.14,0.0
256,14336,7168,512,ck,13,True,0,127.9678,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,822.29,1692.07,0.0
256,14336,7168,2048,ck,13,True,0,321.4993,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1309.2,776.24,0.0
256,14336,7168,2304,ck,13,True,0,355.2214,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1333.03,718.05,0.0
256,14336,7168,4096,ck,13,True,0,574.0672,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1466.4,511.44,0.0
256,14336,7168,4608,ck,13,True,0,645.0984,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1468.06,472.19,0.0
256,14336,7168,16384,ck,13,True,0,2146.6443,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1568.61,259.87,0.0
256,14336,7168,18432,ck,13,True,0,2440.0208,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1552.51,246.67,0.0
256,14336,8192,512,ck,13,True,0,149.5943,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,803.9,1647.22,0.0
256,14336,8192,1536,ck,13,True,0,291.6854,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1236.87,923.89,0.0
256,14336,9216,7168,ck,13,True,0,1235.9593,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1532.48,350.39,0.0
256,14336,11264,1536,ck,13,True,0,391.4198,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1267.36,925.56,0.0
256,14336,12288,1536,ck,13,True,0,429.3833,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1260.33,915.77,0.0
256,14336,14336,1536,ck,13,True,0,496.3032,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1272.13,916.94,0.0
256,14336,16384,512,ck,13,True,0,282.2497,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,852.15,1720.08,0.0
256,14336,20480,1536,ck,13,True,0,707.8026,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1274.29,905.17,0.0
256,14336,24576,1536,ck,13,True,0,843.8251,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1282.65,905.89,0.0
256,14336,32768,512,ck,13,True,0,549.8952,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,874.78,1752.41,0.0
256,14336,32768,1536,ck,13,True,0,1121.2443,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1287.06,902.46,0.0
256,14336,36864,7168,ck,13,True,0,5094.9407,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1487.03,279.49,0.0
256,16384,64,7168,ck,17,True,0,31.1755,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,482.19,3849.06,0.0
256,16384,128,7168,ck,14,True,0,43.1453,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,696.83,2840.46,0.0
256,16384,576,7168,ck,0,False,0,154.808,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,873.93,907.21,0.0
256,16384,1024,7168,ck,13,True,0,172.4995,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1394.31,917.89,0.0
256,16384,1536,7168,ck,13,True,0,254.9467,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1415.11,701.25,0.0
256,16384,2112,7168,ck,0,False,0,444.4663,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1116.1,453.99,0.0
256,16384,2240,7168,ck,0,False,0,462.9859,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1136.39,446.88,0.0
256,16384,3072,1536,ck,13,True,0,134.7739,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1147.25,968.64,0.0
256,16384,4096,512,ck,16,True,0,91.8828,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,747.9,1574.87,0.0
256,16384,4096,7168,ck,13,True,0,643.193,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1495.78,436.91,0.0
256,16384,4608,7168,ck,13,True,0,721.3031,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1500.52,417.95,0.0
256,16384,6144,1536,ck,13,True,0,253.8655,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1218.12,929.35,0.0
256,16384,7168,256,ck,8,True,0,101.9856,a8w8_blockscale_bpreshuffle_1x128x128_256x32x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,589.59,2362.2,0.0
256,16384,7168,512,ck,13,True,0,146.1223,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,823.0,1689.95,0.0
256,16384,7168,2048,ck,13,True,0,364.0228,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1321.45,777.74,0.0
256,16384,7168,2304,ck,13,True,0,399.7933,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1353.61,723.24,0.0
256,16384,7168,4096,ck,13,True,0,652.167,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1475.19,508.08,0.0
256,16384,7168,4608,ck,13,True,0,731.1873,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1480.24,469.66,0.0
256,16384,7168,16384,ck,13,True,0,2423.2559,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1588.07,256.17,0.0
256,16384,7168,18432,ck,13,True,0,2750.3759,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1574.09,243.24,0.0
256,16384,8192,512,ck,13,True,0,168.1069,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,817.57,1671.66,0.0
256,16384,8192,1536,ck,13,True,0,327.7081,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1258.18,934.32,0.0
256,16384,9216,7168,ck,13,True,0,1398.9094,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1547.39,347.05,0.0
256,16384,11264,1536,ck,13,True,0,443.0367,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1279.66,928.97,0.0
256,16384,12288,1536,ck,13,True,0,489.3884,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1263.77,912.76,0.0
256,16384,14336,1536,ck,13,True,0,564.5896,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1278.02,915.62,0.0
256,16384,16384,512,ck,13,True,0,317.8655,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,864.76,1741.77,0.0
256,16384,20480,1536,ck,13,True,0,803.7588,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1282.46,905.39,0.0
256,16384,24576,1536,ck,13,True,0,960.3261,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1288.05,904.09,0.0
256,16384,32768,512,ck,13,True,0,623.1324,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,882.25,1763.52,0.0
256,16384,32768,1536,ck,13,True,0,1275.5245,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1293.01,900.99,0.0
256,16384,36864,7168,ck,13,True,0,5818.798,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1488.05,273.19,0.0
256,20480,576,7168,ck,0,False,0,193.4224,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,874.33,902.29,0.0
256,20480,1536,7168,ck,13,True,0,318.9724,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1413.83,691.99,0.0
256,20480,3072,1536,ck,13,True,0,163.5094,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1182.03,990.8,0.0
256,20480,4096,512,ck,16,True,0,109.2602,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,786.19,1650.69,0.0
