cu_num,M,N,K,libtype,kernelId,preshuffleB,splitK,us,kernelName,tflops,bw,errRatio
256,8192,7168,4608,ck,13,True,0,373.55,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1448.71,503.87,0.0
256,8192,7168,16384,ck,13,True,0,1227.3503,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1567.72,300.73,0.0
256,8192,7168,18432,ck,13,True,0,1386.5458,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1561.19,288.89,0.0
256,8192,8192,512,ck,13,True,0,92.1291,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,745.9,1547.9,0.0
256,8192,8192,1536,ck,13,True,0,173.08,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1191.12,920.87,0.0
256,8192,9216,7168,ck,13,True,0,712.2006,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1519.7,387.22,0.0
256,8192,11264,1536,ck,13,True,0,232.973,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1216.74,920.42,0.0
256,8192,12288,1536,ck,13,True,0,250.573,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1234.12,929.01,0.0
256,8192,14336,1536,ck,13,True,0,289.0398,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1248.19,932.34,0.0
256,8192,16384,512,ck,13,True,0,167.9344,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,818.41,1673.38,0.0
256,8192,20480,1536,ck,13,True,0,408.8409,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1260.63,928.44,0.0
256,8192,24576,1536,ck,13,True,0,485.5862,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1273.67,932.86,0.0
256,8192,32768,512,ck,13,True,0,324.4653,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,847.17,1719.27,0.0
